2023-01-31 22:07:51,860: INFO _welcome-362 Bot: Bot_traveltikets_bot [@Bot_traveltikets_bot]
2023-01-31 22:07:51,860: INFO start_polling-358 Start polling.
2023-01-31 22:08:02,433: INFO start_handler-33 user_id=533785491 user_bot=False user_message='/start'
2023-01-31 22:08:28,389: INFO stop_polling-433 Stop polling...
2023-01-31 22:08:28,390: WARNING start_polling-329 Goodbye!
